window_start,device,pkt_count,total_bytes,outgoing_pkts,incoming_pkts,outgoing_bytes,incoming_bytes,avg_pkt_size,max_pkt_size,min_pkt_size,label
28200.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
28200.0,D-LinkDCS-5009LCamera,4,1229,4,0,1229,0,307.25,331,287,D-LinkDCS-5009LCamera
28200.0,Gateway,4,1004,4,0,1004,0,251.0,350,63,Gateway
28200.0,GoogleHome,4,348,3,1,296,52,87.0,122,52,GoogleHome
28200.0,HarmonKardonInvoke,2,478,2,0,478,0,239.0,239,239,HarmonKardonInvoke
28200.0,LogitechLogiCircle,295,232092,182,113,226216,5876,786.7525423728814,1500,52,LogitechLogiCircle
28200.0,MiCasaVerdeVeraLite,11,4390,11,0,4390,0,399.09090909090907,437,349,MiCasaVerdeVeraLite
28200.0,PhilipsHUEHub,86,10761,86,0,10761,0,125.12790697674419,332,52,PhilipsHUEHub
28200.0,PiperNV,25,7091,13,12,1557,5534,283.64,1500,40,PiperNV
28200.0,RokuTV,19,6158,11,8,2537,3621,324.10526315789474,1500,52,RokuTV
28200.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
28200.0,SamsungSmartTV,8,1156,8,0,1156,0,144.5,226,63,SamsungSmartTV
28200.0,SamsungSmartThingsHub,78,4286,78,0,4286,0,54.94871794871795,159,52,SamsungSmartThingsHub
28200.0,Sonos,21,8741,21,0,8741,0,416.23809523809524,444,364,Sonos
28200.0,Wink2Hub,4,1235,4,0,1235,0,308.75,331,291,Wink2Hub
28205.0,AmazonFireTV,1,52,1,0,52,0,52.0,52,52,AmazonFireTV
28205.0,BelkinWeMoCrockpot,3,312,3,0,312,0,104.0,104,104,BelkinWeMoCrockpot
28205.0,Canary,4,378,2,2,189,189,94.5,137,52,Canary
28205.0,D-LinkDCS-5009LCamera,1,60,1,0,60,0,60.0,60,60,D-LinkDCS-5009LCamera
28205.0,Gateway,5,723,5,0,723,0,144.6,257,104,Gateway
28205.0,GoogleHome,8,876,4,4,288,588,109.5,147,72,GoogleHome
28205.0,GoogleHomeMini,2,104,1,1,52,52,52.0,52,52,GoogleHomeMini
28205.0,LogitechLogiCircle,250,187840,153,97,182796,5044,751.36,1500,52,LogitechLogiCircle
28205.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
28205.0,PhilipsHUEHub,69,7578,69,0,7578,0,109.82608695652173,309,52,PhilipsHUEHub
28205.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
28205.0,SamsungSmartTV,8,1482,8,0,1482,0,185.25,226,63,SamsungSmartTV
28205.0,SamsungSmartThingsHub,90,7925,81,9,5552,2373,88.05555555555556,1500,40,SamsungSmartThingsHub
28210.0,AmazonFireTV,2,135,2,0,135,0,67.5,83,52,AmazonFireTV
28210.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
28210.0,Gateway,4,552,4,0,552,0,138.0,202,74,Gateway
28210.0,GoogleHome,2,104,1,1,52,52,52.0,52,52,GoogleHome
28210.0,GoogleHomeMini,4,208,2,2,104,104,52.0,52,52,GoogleHomeMini
28210.0,HarmonKardonInvoke,3,1878,2,1,1357,521,626.0,1305,52,HarmonKardonInvoke
28210.0,LogitechLogiCircle,247,198116,153,94,193228,4888,802.0890688259109,1500,52,LogitechLogiCircle
28210.0,MiCasaVerdeVeraLite,2,152,1,1,76,76,76.0,76,76,MiCasaVerdeVeraLite
28210.0,PhilipsHUEHub,93,12972,93,0,12972,0,139.48387096774192,345,52,PhilipsHUEHub
28210.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
28210.0,SamsungSmartTV,66,19875,42,24,7663,12212,301.1363636363636,1500,40,SamsungSmartTV
28210.0,SamsungSmartThingsHub,80,4390,80,0,4390,0,54.875,159,52,SamsungSmartThingsHub
28215.0,AugustDoorbellCam,3,302,2,1,192,110,100.66666666666667,140,52,AugustDoorbellCam
28215.0,Canary,3,520,2,1,285,235,173.33333333333334,235,52,Canary
28215.0,ChineseWebcam,1,53,1,0,53,0,53.0,53,53,ChineseWebcam
28215.0,Gateway,9,895,5,4,631,264,99.44444444444444,156,59,Gateway
28215.0,GoogleHome,6,684,4,2,580,104,114.0,238,52,GoogleHome
28215.0,GoogleHomeMini,4,612,4,0,612,0,153.0,238,68,GoogleHomeMini
28215.0,HarmonKardonInvoke,3,1878,2,1,1357,521,626.0,1305,52,HarmonKardonInvoke
28215.0,LogitechHarmonyHub,1,84,1,0,84,0,84.0,84,84,LogitechHarmonyHub
28215.0,LogitechLogiCircle,300,230408,185,115,224428,5980,768.0266666666666,1500,52,LogitechLogiCircle
28215.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
28215.0,PhilipsHUEHub,96,14633,87,9,13982,651,152.42708333333334,1173,40,PhilipsHUEHub
28215.0,PiperNV,3,350,2,1,203,147,116.66666666666667,151,52,PiperNV
28215.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
28215.0,SamsungSmartTV,10,1608,10,0,1608,0,160.8,226,63,SamsungSmartTV
28215.0,SamsungSmartThingsHub,67,3829,67,0,3829,0,57.149253731343286,159,52,SamsungSmartThingsHub
28215.0,Sonos,25,11480,13,12,10688,792,459.2,1500,52,Sonos
28215.0,WithingsHome,3,444,2,1,263,181,148.0,211,52,WithingsHome
28220.0,AmazonEchoGen1,6,606,4,2,485,121,101.0,187,40,AmazonEchoGen1
28220.0,AmazonFireTV,4,312,4,0,312,0,78.0,78,78,AmazonFireTV
28220.0,AugustDoorbellCam,3,234,2,1,150,84,78.0,84,66,AugustDoorbellCam
28220.0,Canary,28,10573,16,12,3339,7234,377.60714285714283,1500,40,Canary
28220.0,CasetaWirelessHub,5,370,3,2,211,159,74.0,83,52,CasetaWirelessHub
28220.0,ChineseWebcam,1,48,0,1,0,48,48.0,48,48,ChineseWebcam
28220.0,Gateway,2,583,2,0,583,0,291.5,350,233,Gateway
28220.0,GoogleHome,22,5058,22,0,5058,0,229.9090909090909,401,68,GoogleHome
28220.0,GoogleHomeMini,27,5654,24,3,5403,251,209.40740740740742,397,52,GoogleHomeMini
28220.0,HarmonKardonInvoke,5,394,3,2,243,151,78.8,104,52,HarmonKardonInvoke
28220.0,LogitechHarmonyHub,1,360,1,0,360,0,360.0,360,360,LogitechHarmonyHub
28220.0,LogitechLogiCircle,251,191175,153,98,186079,5096,761.6533864541833,1500,52,LogitechLogiCircle
28220.0,PhilipsHUEHub,96,11373,93,3,11213,160,118.46875,378,40,PhilipsHUEHub
28220.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
28220.0,SamsungSmartTV,6,1030,6,0,1030,0,171.66666666666666,226,63,SamsungSmartTV
28220.0,SamsungSmartThingsHub,89,5154,87,2,4995,159,57.91011235955056,159,52,SamsungSmartThingsHub
28220.0,nVidiaShield,18,7044,18,0,7044,0,391.3333333333333,572,98,nVidiaShield
28225.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
28225.0,GoogleHome,4,263,1,3,52,211,65.75,107,52,GoogleHome
28225.0,GoogleHomeMini,2,104,1,1,52,52,52.0,52,52,GoogleHomeMini
28225.0,LogitechLogiCircle,248,194470,150,98,189374,5096,784.1532258064516,1500,52,LogitechLogiCircle
28225.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
28225.0,PhilipsHUEHub,78,11891,78,0,11891,0,152.44871794871796,332,52,PhilipsHUEHub
28225.0,RingDoorbell,20,1153,10,10,602,551,57.65,187,40,RingDoorbell
28225.0,SamsungSmartTV,12,2415,12,0,2415,0,201.25,407,63,SamsungSmartTV
28225.0,SamsungSmartThingsHub,70,4619,70,0,4619,0,65.98571428571428,159,52,SamsungSmartThingsHub
28225.0,Sonos,1,586,1,0,586,0,586.0,586,586,Sonos
28225.0,Wink2Hub,3,342,1,2,137,205,114.0,153,52,Wink2Hub
28230.0,CasetaWirelessHub,2,152,1,1,76,76,76.0,76,76,CasetaWirelessHub
28230.0,Gateway,2,168,2,0,168,0,84.0,84,84,Gateway
28230.0,GoogleHome,24,1907,15,9,1147,760,79.45833333333333,135,52,GoogleHome
28230.0,HarmonKardonInvoke,3,1862,2,1,1341,521,620.6666666666666,1289,52,HarmonKardonInvoke
28230.0,LogitechLogiCircle,287,231239,175,112,225415,5824,805.7108013937283,1500,52,LogitechLogiCircle
28230.0,PhilipsHUEHub,101,14041,99,2,13955,86,139.01980198019803,332,40,PhilipsHUEHub
28230.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
28230.0,SamsungSmartTV,8,1156,8,0,1156,0,144.5,226,63,SamsungSmartTV
28230.0,SamsungSmartThingsHub,88,5518,87,1,5112,406,62.70454545454545,406,52,SamsungSmartThingsHub
28230.0,Sonos,1,426,1,0,426,0,426.0,426,426,Sonos
28235.0,BelkinWeMoMotionSensor,2,511,2,0,511,0,255.5,427,84,BelkinWeMoMotionSensor
28235.0,Canary,7,565,3,4,241,324,80.71428571428571,137,52,Canary
28235.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
28235.0,Gateway,1,84,1,0,84,0,84.0,84,84,Gateway
28235.0,GoogleHome,8,556,4,4,256,300,69.5,88,52,GoogleHome
28235.0,HarmonKardonInvoke,3,1878,2,1,1357,521,626.0,1305,52,HarmonKardonInvoke
28235.0,LogitechLogiCircle,250,190324,153,97,185280,5044,761.296,1500,52,LogitechLogiCircle
28235.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
28235.0,PhilipsHUEHub,79,11595,79,0,11595,0,146.77215189873417,332,52,PhilipsHUEHub
28235.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
28235.0,SamsungSmartTV,8,1482,8,0,1482,0,185.25,226,63,SamsungSmartTV
28235.0,SamsungSmartThingsHub,70,4343,70,0,4343,0,62.042857142857144,159,52,SamsungSmartThingsHub
28240.0,BelkinWeMoMotionSensor,1,84,1,0,84,0,84.0,84,84,BelkinWeMoMotionSensor
28240.0,Canary,3,168,2,1,116,52,56.0,64,52,Canary
28240.0,D-LinkDCS-5009LCamera,4,1229,4,0,1229,0,307.25,331,287,D-LinkDCS-5009LCamera
28240.0,Gateway,2,269,2,0,269,0,134.5,185,84,Gateway
28240.0,GoogleHomeMini,4,348,3,1,296,52,87.0,122,52,GoogleHomeMini
28240.0,LogitechLogiCircle,261,197346,159,102,192042,5304,756.1149425287356,1500,52,LogitechLogiCircle
28240.0,MiCasaVerdeVeraLite,11,3355,10,1,3263,92,305.0,437,40,MiCasaVerdeVeraLite
28240.0,PhilipsHUEHub,86,10054,86,0,10054,0,116.90697674418605,332,52,PhilipsHUEHub
28240.0,SamsungSmartTV,8,1156,8,0,1156,0,144.5,226,63,SamsungSmartTV
28240.0,SamsungSmartThingsHub,82,4494,82,0,4494,0,54.80487804878049,159,52,SamsungSmartThingsHub
28240.0,Sonos,21,8741,21,0,8741,0,416.23809523809524,444,364,Sonos
28240.0,Wink2Hub,4,1235,4,0,1235,0,308.75,331,291,Wink2Hub
28240.0,nVidiaShield,28,5345,16,12,3767,1578,190.89285714285714,1420,52,nVidiaShield
28245.0,AmazonEchoGen1,4,516,3,1,440,76,129.0,187,76,AmazonEchoGen1
28245.0,AugustDoorbellCam,26,6399,14,12,1783,4616,246.1153846153846,1500,52,AugustDoorbellCam
28245.0,BelkinWeMoLink,2,168,2,0,168,0,84.0,84,84,BelkinWeMoLink
28245.0,Canary,3,520,2,1,285,235,173.33333333333334,235,52,Canary
28245.0,ChamberlainmyQGarageOpener,3,205,2,1,165,40,68.33333333333333,125,40,ChamberlainmyQGarageOpener
28245.0,ChineseWebcam,1,53,1,0,53,0,53.0,53,53,ChineseWebcam
28245.0,Gateway,9,1053,7,2,929,124,117.0,251,62,Gateway
28245.0,GoogleHome,2,104,1,1,52,52,52.0,52,52,GoogleHome
28245.0,HarmonKardonInvoke,5,894,4,1,672,222,178.8,239,52,HarmonKardonInvoke
28245.0,LogitechHarmonyHub,1,84,1,0,84,0,84.0,84,84,LogitechHarmonyHub
28245.0,LogitechLogiCircle,296,232959,183,113,227083,5876,787.0236486486486,1500,52,LogitechLogiCircle
28245.0,MiCasaVerdeVeraLite,3,1259,3,0,1259,0,419.6666666666667,425,411,MiCasaVerdeVeraLite
28245.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
28245.0,PhilipsHUEHub,90,13574,82,8,12987,587,150.82222222222222,1173,40,PhilipsHUEHub
28245.0,PiperNV,3,350,2,1,203,147,116.66666666666667,151,52,PiperNV
28245.0,RingDoorbell,20,1153,10,10,602,551,57.65,187,40,RingDoorbell
28245.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
28245.0,SamsungSmartTV,10,1608,10,0,1608,0,160.8,226,63,SamsungSmartTV
28245.0,SamsungSmartThingsHub,61,3517,61,0,3517,0,57.65573770491803,159,52,SamsungSmartThingsHub
28245.0,Sonos,25,11480,13,12,10688,792,459.2,1500,52,Sonos
28245.0,WithingsHome,3,444,2,1,263,181,148.0,211,52,WithingsHome
28250.0,AmazonEchoGen1,4,242,2,2,121,121,60.5,81,40,AmazonEchoGen1
28250.0,AugustDoorbellCam,3,234,2,1,150,84,78.0,84,66,AugustDoorbellCam
28250.0,BelkinWeMoCrockpot,3,199,3,0,199,0,66.33333333333333,89,52,BelkinWeMoCrockpot
28250.0,BelkinWeMoLink,1,84,1,0,84,0,84.0,84,84,BelkinWeMoLink
28250.0,ChamberlainmyQGarageOpener,1,40,0,1,0,40,40.0,40,40,ChamberlainmyQGarageOpener
28250.0,ChineseWebcam,1,48,0,1,0,48,48.0,48,48,ChineseWebcam
28250.0,Gateway,2,434,2,0,434,0,217.0,350,84,Gateway
28250.0,HarmonKardonInvoke,2,478,2,0,478,0,239.0,239,239,HarmonKardonInvoke
28250.0,LogitechLogiCircle,247,190079,151,96,185087,4992,769.5506072874493,1500,52,LogitechLogiCircle
28250.0,PhilipsHUEHub,93,10022,91,2,9902,120,107.76344086021506,269,40,PhilipsHUEHub
28250.0,SamsungSmartTV,6,1030,6,0,1030,0,171.66666666666666,226,63,SamsungSmartTV
28250.0,SamsungSmartThingsHub,91,5066,90,1,4959,107,55.67032967032967,159,52,SamsungSmartThingsHub
28255.0,AugustDoorbellCam,24,10197,14,10,5821,4376,424.875,1500,52,AugustDoorbellCam
28255.0,BelkinWeMoCrockpot,46,28497,28,18,22180,6317,619.5,1500,52,BelkinWeMoCrockpot
28255.0,BelkinWeMoLink,3,348,2,1,228,120,116.0,188,40,BelkinWeMoLink
28255.0,Gateway,3,558,3,0,558,0,186.0,390,84,Gateway
28255.0,GoogleHome,2,104,1,1,52,52,52.0,52,52,GoogleHome
28255.0,GoogleHomeMini,26,1856,15,11,1016,840,71.38461538461539,135,52,GoogleHomeMini
28255.0,LogitechLogiCircle,251,197256,151,100,192056,5200,785.8804780876494,1500,52,LogitechLogiCircle
28255.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
28255.0,PhilipsHUEHub,55,6328,55,0,6328,0,115.05454545454545,558,52,PhilipsHUEHub
28255.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
28255.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
28255.0,SamsungSmartTV,10,1608,10,0,1608,0,160.8,226,63,SamsungSmartTV
28255.0,SamsungSmartThingsHub,55,3090,55,0,3090,0,56.18181818181818,159,52,SamsungSmartThingsHub
28255.0,SecurifiAlmond,4,328,2,2,224,104,82.0,127,52,SecurifiAlmond
28255.0,Wink2Hub,3,342,1,2,137,205,114.0,153,52,Wink2Hub
28260.0,AmazonEchoGen1,3,178,2,1,115,63,59.333333333333336,63,52,AmazonEchoGen1
28260.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
28260.0,D-LinkDCS-5009LCamera,4,1229,4,0,1229,0,307.25,331,287,D-LinkDCS-5009LCamera
28260.0,Gateway,1,404,1,0,404,0,404.0,404,404,Gateway
28260.0,GoogleHome,2,244,2,0,244,0,122.0,122,122,GoogleHome
28260.0,HarmonKardonInvoke,4,1930,2,2,1357,573,482.5,1305,52,HarmonKardonInvoke
28260.0,LogitechLogiCircle,283,229882,173,110,224162,5720,812.303886925795,1500,52,LogitechLogiCircle
28260.0,MiCasaVerdeVeraLite,11,4390,11,0,4390,0,399.09090909090907,437,349,MiCasaVerdeVeraLite
28260.0,PhilipsHUEHub,95,11792,95,0,11792,0,124.12631578947368,357,52,PhilipsHUEHub
28260.0,PiperNV,3,222,1,2,87,135,74.0,87,52,PiperNV
28260.0,RokuTV,1,68,1,0,68,0,68.0,68,68,RokuTV
28260.0,SamsungSmartTV,8,1156,8,0,1156,0,144.5,226,63,SamsungSmartTV
28260.0,SamsungSmartThingsHub,89,4973,89,0,4973,0,55.87640449438202,159,52,SamsungSmartThingsHub
28260.0,Sonos,21,8741,21,0,8741,0,416.23809523809524,444,364,Sonos
28260.0,Wink2Hub,8,1629,6,2,1440,189,203.625,331,52,Wink2Hub
28265.0,BelkinWeMoCrockpot,1,104,1,0,104,0,104.0,104,104,BelkinWeMoCrockpot
28265.0,Canary,4,378,2,2,189,189,94.5,137,52,Canary
28265.0,Gateway,1,104,1,0,104,0,104.0,104,104,Gateway
28265.0,GoogleHomeMini,2,104,1,1,52,52,52.0,52,52,GoogleHomeMini
28265.0,HarmonKardonInvoke,4,1930,2,2,1357,573,482.5,1305,52,HarmonKardonInvoke
28265.0,LogitechLogiCircle,250,189184,151,99,184036,5148,756.736,1500,52,LogitechLogiCircle
28265.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
28265.0,PhilipsHUEHub,57,6440,57,0,6440,0,112.98245614035088,456,52,PhilipsHUEHub
28265.0,RingDoorbell,20,1153,10,10,602,551,57.65,187,40,RingDoorbell
28265.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
28265.0,SamsungSmartTV,8,1482,8,0,1482,0,185.25,226,63,SamsungSmartTV
28265.0,SamsungSmartThingsHub,58,3254,58,0,3254,0,56.10344827586207,159,52,SamsungSmartThingsHub
28270.0,AmazonEchoGen1,6,668,4,2,516,152,111.33333333333333,187,76,AmazonEchoGen1
28270.0,BelkinWeMoCrockpot,2,208,2,0,208,0,104.0,104,104,BelkinWeMoCrockpot
28270.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
28270.0,Gateway,3,282,3,0,282,0,94.0,104,74,Gateway
28270.0,GoogleHomeMini,2,104,1,1,52,52,52.0,52,52,GoogleHomeMini
28270.0,LogitechLogiCircle,257,196827,155,102,191523,5304,765.863813229572,1500,52,LogitechLogiCircle
28270.0,PhilipsHUEHub,89,9822,89,0,9822,0,110.35955056179775,309,52,PhilipsHUEHub
28270.0,SamsungSmartTV,10,1304,10,0,1304,0,130.4,226,63,SamsungSmartTV
28270.0,SamsungSmartThingsHub,88,4913,88,0,4913,0,55.82954545454545,159,52,SamsungSmartThingsHub
28275.0,AmazonEchoGen1,2,115,1,1,52,63,57.5,63,52,AmazonEchoGen1
28275.0,AugustDoorbellCam,3,302,2,1,192,110,100.66666666666667,140,52,AugustDoorbellCam
28275.0,BelkinWeMoMotionSensor,3,348,2,1,228,120,116.0,188,40,BelkinWeMoMotionSensor
28275.0,Canary,3,520,2,1,285,235,173.33333333333334,235,52,Canary
28275.0,ChineseWebcam,5,765,3,2,381,384,153.0,192,53,ChineseWebcam
28275.0,Gateway,2,423,2,0,423,0,211.5,339,84,Gateway
28275.0,GoogleHome,2,104,1,1,52,52,52.0,52,52,GoogleHome
28275.0,HarmonKardonInvoke,5,394,3,2,243,151,78.8,104,52,HarmonKardonInvoke
28275.0,LogitechHarmonyHub,1,84,1,0,84,0,84.0,84,84,LogitechHarmonyHub
28275.0,LogitechLogiCircle,296,233017,181,115,227037,5980,787.2195945945946,1500,52,LogitechLogiCircle
28275.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
28275.0,PhilipsHUEHub,86,12517,77,9,11890,627,145.54651162790697,1173,40,PhilipsHUEHub
28275.0,PiperNV,3,350,2,1,203,147,116.66666666666667,151,52,PiperNV
28275.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
28275.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
28275.0,SamsungSmartTV,41,13067,27,14,5706,7361,318.7073170731707,1500,40,SamsungSmartTV
28275.0,SamsungSmartThingsHub,57,3194,57,0,3194,0,56.03508771929825,159,52,SamsungSmartThingsHub
28275.0,Sonos,25,11480,13,12,10688,792,459.2,1500,52,Sonos
28275.0,WithingsHome,1,211,1,0,211,0,211.0,211,211,WithingsHome
28280.0,AmazonEchoGen1,4,242,2,2,121,121,60.5,81,40,AmazonEchoGen1
28280.0,AugustDoorbellCam,3,234,2,1,150,84,78.0,84,66,AugustDoorbellCam
28280.0,Canary,29,10951,17,12,3405,7546,377.62068965517244,1500,40,Canary
28280.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
28280.0,ChineseWebcam,4,568,2,2,328,240,142.0,192,48,ChineseWebcam
28280.0,Gateway,2,583,2,0,583,0,291.5,350,233,Gateway
28280.0,GoogleHome,14,2092,11,3,1746,346,149.42857142857142,401,52,GoogleHome
28280.0,GoogleHomeMini,12,1981,9,3,1709,272,165.08333333333334,397,52,GoogleHomeMini
28280.0,LogitechLogiCircle,242,187363,146,96,182371,4992,774.2272727272727,1500,52,LogitechLogiCircle
28280.0,PhilipsHUEHub,109,14296,105,4,14090,206,131.1559633027523,345,40,PhilipsHUEHub
28280.0,SamsungSmartTV,6,1030,6,0,1030,0,171.66666666666666,226,63,SamsungSmartTV
28280.0,SamsungSmartThingsHub,90,5025,90,0,5025,0,55.833333333333336,159,52,SamsungSmartThingsHub
28280.0,WithingsHome,2,233,1,1,52,181,116.5,181,52,WithingsHome
28280.0,nVidiaShield,2,1144,2,0,1144,0,572.0,572,572,nVidiaShield
28285.0,BelkinWeMoCrockpot,4,436,2,2,252,184,109.0,200,52,BelkinWeMoCrockpot
28285.0,CasetaWirelessHub,3,218,2,1,135,83,72.66666666666667,83,52,CasetaWirelessHub
28285.0,GoogleHome,28,7095,16,12,5396,1699,253.39285714285714,1420,52,GoogleHome
28285.0,GoogleHomeMini,7,419,3,4,156,263,59.857142857142854,107,52,GoogleHomeMini
28285.0,LogitechLogiCircle,262,195218,161,101,189966,5252,745.1068702290077,1500,52,LogitechLogiCircle
28285.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
28285.0,PhilipsHUEHub,60,6596,60,0,6596,0,109.93333333333334,269,52,PhilipsHUEHub
28285.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
28285.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
28285.0,SamsungSmartTV,10,1608,10,0,1608,0,160.8,226,63,SamsungSmartTV
28285.0,SamsungSmartThingsHub,64,3670,63,1,3563,107,57.34375,159,52,SamsungSmartThingsHub
28285.0,Wink2Hub,4,394,2,2,189,205,98.5,153,52,Wink2Hub
28290.0,AmazonFireTV,10,1330,10,0,1330,0,133.0,177,52,AmazonFireTV
28290.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
28290.0,D-LinkDCS-5009LCamera,11,2638,11,0,2638,0,239.8181818181818,331,60,D-LinkDCS-5009LCamera
28290.0,GoogleHome,10,815,6,4,491,324,81.5,130,52,GoogleHome
28290.0,HarmonKardonInvoke,4,1914,2,2,1341,573,478.5,1289,52,HarmonKardonInvoke
28290.0,LogitechLogiCircle,291,230571,177,114,224643,5928,792.340206185567,1500,52,LogitechLogiCircle
28290.0,PhilipsHUEHub,88,9770,88,0,9770,0,111.02272727272727,299,52,PhilipsHUEHub
28290.0,SamsungSmartTV,17,2808,17,0,2808,0,165.1764705882353,248,52,SamsungSmartTV
28290.0,SamsungSmartThingsHub,89,5473,88,1,5421,52,61.49438202247191,560,52,SamsungSmartThingsHub
28295.0,AmazonFireTV,2,229,2,0,229,0,114.5,177,52,AmazonFireTV
28295.0,Canary,4,378,2,2,189,189,94.5,137,52,Canary
28295.0,D-LinkDCS-5009LCamera,1,60,1,0,60,0,60.0,60,60,D-LinkDCS-5009LCamera
28295.0,Gateway,2,168,2,0,168,0,84.0,84,84,Gateway
28295.0,GoogleHome,29,2079,16,13,1080,999,71.6896551724138,135,52,GoogleHome
28295.0,HarmonKardonInvoke,7,2818,6,1,2297,521,402.57142857142856,1289,52,HarmonKardonInvoke
28295.0,LogitechHarmonyHub,1,360,1,0,360,0,360.0,360,360,LogitechHarmonyHub
28295.0,LogitechLogiCircle,249,189288,153,96,184296,4992,760.1927710843373,1500,52,LogitechLogiCircle
28295.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
28295.0,PhilipsHUEHub,63,9219,63,0,9219,0,146.33333333333334,648,52,PhilipsHUEHub
28295.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
28295.0,RokuTV,6,328,4,2,216,112,54.666666666666664,60,52,RokuTV
28295.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
28295.0,SamsungSmartTV,10,2137,10,0,2137,0,213.7,407,63,SamsungSmartTV
28295.0,SamsungSmartThingsHub,58,3660,58,0,3660,0,63.10344827586207,159,52,SamsungSmartThingsHub
28300.0,AmazonEchoGen1,2,364,2,0,364,0,182.0,187,177,AmazonEchoGen1
28300.0,AmazonFireTV,2,229,2,0,229,0,114.5,177,52,AmazonFireTV
28300.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
28300.0,D-LinkDCS-5009LCamera,6,1349,6,0,1349,0,224.83333333333334,331,60,D-LinkDCS-5009LCamera
28300.0,Gateway,1,63,1,0,63,0,63.0,63,63,Gateway
28300.0,GoogleHome,2,104,1,1,52,52,52.0,52,52,GoogleHome
28300.0,GoogleHomeMini,6,452,4,2,348,104,75.33333333333333,122,52,GoogleHomeMini
28300.0,LogitechLogiCircle,249,192579,150,99,187431,5148,773.4096385542168,1500,52,LogitechLogiCircle
28300.0,MiCasaVerdeVeraLite,13,3487,11,2,3303,184,268.2307692307692,437,40,MiCasaVerdeVeraLite
28300.0,PhilipsHUEHub,106,14839,106,0,14839,0,139.99056603773585,332,52,PhilipsHUEHub
28300.0,PiperNV,26,7257,14,12,1723,5534,279.11538461538464,1500,40,PiperNV
28300.0,SamsungSmartTV,11,1856,11,0,1856,0,168.72727272727272,400,52,SamsungSmartTV
28300.0,SamsungSmartThingsHub,94,5645,94,0,5645,0,60.0531914893617,159,52,SamsungSmartThingsHub
28300.0,Sonos,23,9753,23,0,9753,0,424.04347826086956,586,364,Sonos
28300.0,Wink2Hub,4,1235,4,0,1235,0,308.75,331,291,Wink2Hub
28305.0,AugustDoorbellCam,3,302,2,1,192,110,100.66666666666667,140,52,AugustDoorbellCam
28305.0,BelkinWeMoMotionSensor,1,427,1,0,427,0,427.0,427,427,BelkinWeMoMotionSensor
28305.0,Canary,3,520,2,1,285,235,173.33333333333334,235,52,Canary
28305.0,ChineseWebcam,1,53,1,0,53,0,53.0,53,53,ChineseWebcam
28305.0,Gateway,1,84,1,0,84,0,84.0,84,84,Gateway
